['n', 't', 'd']
[85, 0.0008500000000000016, 2.19999649783]
[86, 0.0008600000000000016, 2.199996414445]
[87, 0.0008700000000000016, 2.199996330079]
[88, 0.0008800000000000017, 2.199996244732]
[89, 0.0008900000000000017, 2.199996158404]
[90, 0.0009000000000000017, 2.199996071095]
[91, 0.0009100000000000017, 2.199995982805]
[92, 0.0009200000000000018, 2.199995893534]
[93, 0.0009300000000000018, 2.199995803282]
[94, 0.0009400000000000018, 2.199995712049]
[95, 0.0009500000000000018, 2.199995619835]
[96, 0.0009600000000000019, 2.19999552664]
[97, 0.0009700000000000019, 2.199995432464]
[98, 0.000980000000000002, 2.199995337307]
[99, 0.000990000000000002, 2.1999952411690002]
[100, 0.001000000000000002, 2.1999951440500003]
[101, 0.001010000000000002, 2.19999504595]
[102, 0.001020000000000002, 2.1999949468690003]
[103, 0.001030000000000002, 2.1999948468070003]
[104, 0.001040000000000002, 2.199994745764]
[105, 0.001050000000000002, 2.19999464374]
[106, 0.0010600000000000021, 2.199994540735]
[107, 0.0010700000000000022, 2.1999944367490003]
[108, 0.0010800000000000022, 2.1999943317820003]
[109, 0.0010900000000000022, 2.199994225834]
[110, 0.0011000000000000022, 2.1999941189050003]
[111, 0.0011100000000000023, 2.1999940109950002]
[112, 0.0011200000000000023, 2.199993902104]
[113, 0.0011300000000000023, 2.199993792232]
[114, 0.0011400000000000023, 2.199993681379]
[115, 0.0011500000000000024, 2.199993569545]
[116, 0.0011600000000000024, 2.19999345673]
[117, 0.0011700000000000024, 2.199993342934]
[118, 0.0011800000000000024, 2.199993228157]
[119, 0.0011900000000000025, 2.199993112399]
[120, 0.0012000000000000025, 2.19999299566]
[121, 0.0012100000000000025, 2.19999287794]
[122, 0.0012200000000000025, 2.199992759239]
[123, 0.0012300000000000026, 2.199992639557]
[124, 0.0012400000000000026, 2.199992518894]
[125, 0.0012500000000000026, 2.19999239725]
[126, 0.0012600000000000027, 2.199992274625]
[127, 0.0012700000000000027, 2.199992151019]
[128, 0.0012800000000000027, 2.199992026432]
[129, 0.0012900000000000027, 2.199991900864]
[130, 0.0013000000000000028, 2.199991774315]
[131, 0.0013100000000000028, 2.199991646785]
[132, 0.0013200000000000028, 2.199991518274]
[133, 0.0013300000000000028, 2.199991388782]
[134, 0.0013400000000000029, 2.199991258309]
[135, 0.0013500000000000029, 2.199991126855]
[136, 0.001360000000000003, 2.1999909944200002]
[137, 0.001370000000000003, 2.199990861004]
[138, 0.001380000000000003, 2.199990726607]
[139, 0.001390000000000003, 2.199990591229]
[140, 0.001400000000000003, 2.19999045487]
[141, 0.001410000000000003, 2.19999031753]
[142, 0.001420000000000003, 2.199990179209]
[143, 0.001430000000000003, 2.199990039907]
[144, 0.0014400000000000031, 2.199989899624]
[145, 0.0014500000000000032, 2.19998975836]
[146, 0.0014600000000000032, 2.1999896161150003]
[147, 0.0014700000000000032, 2.1999894728890004]
[148, 0.0014800000000000032, 2.1999893286820003]
[149, 0.0014900000000000033, 2.1999891834940004]
[150, 0.0015000000000000033, 2.1999890373250004]
[151, 0.0015100000000000033, 2.199988890175]
[152, 0.0015200000000000033, 2.1999887420440003]
[153, 0.0015300000000000034, 2.199988592932]
[154, 0.0015400000000000034, 2.1999884428390004]
[155, 0.0015500000000000034, 2.1999882917650004]
[156, 0.0015600000000000034, 2.1999881397100003]
[157, 0.0015700000000000035, 2.1999879866740004]
[158, 0.0015800000000000035, 2.1999878326570004]
[159, 0.0015900000000000035, 2.199987677659]
[160, 0.0016000000000000035, 2.1999875216800002]
[161, 0.0016100000000000036, 2.19998736472]
[162, 0.0016200000000000036, 2.1999872067790003]
[163, 0.0016300000000000036, 2.1999870478570003]
[164, 0.0016400000000000037, 2.199986887954]
[165, 0.0016500000000000037, 2.19998672707]
[166, 0.0016600000000000037, 2.199986565205]
[167, 0.0016700000000000037, 2.1999864023590003]
[168, 0.0016800000000000038, 2.1999862385320004]
[169, 0.0016900000000000038, 2.1999860737240002]
[170, 0.0017000000000000038, 2.1999859079350004]
[171, 0.0017100000000000038, 2.1999857411650003]
[172, 0.0017200000000000039, 2.199985573414]
[173, 0.0017300000000000039, 2.199985404682]
[174, 0.001740000000000004, 2.199985234969]
[175, 0.001750000000000004, 2.1999850642750003]
[176, 0.001760000000000004, 2.1999848926000003]
[177, 0.001770000000000004, 2.199984719944]
[178, 0.001780000000000004, 2.1999845463070002]
[179, 0.001790000000000004, 2.199984371689]
[180, 0.001800000000000004, 2.1999841960900004]
[181, 0.001810000000000004, 2.1999840195100004]
[182, 0.0018200000000000041, 2.1999838419490003]
[183, 0.0018300000000000041, 2.1999836634070005]
[184, 0.0018400000000000042, 2.1999834838840004]
[185, 0.0018500000000000042, 2.1999833033800003]
[186, 0.0018600000000000042, 2.1999831218950003]
[187, 0.0018700000000000043, 2.1999829394290003]
[188, 0.0018800000000000043, 2.1999827559820004]
[189, 0.0018900000000000043, 2.1999825715540005]
[190, 0.0019000000000000043, 2.1999823861450003]
[191, 0.0019100000000000044, 2.1999821997550004]
[192, 0.0019200000000000044, 2.1999820123840004]
[193, 0.0019300000000000044, 2.199981824032]
[194, 0.0019400000000000044, 2.199981634699]
[195, 0.0019500000000000045, 2.199981444385]
[196, 0.0019600000000000043, 2.1999812530900003]
[197, 0.0019700000000000043, 2.1999810608140002]
[198, 0.0019800000000000043, 2.199980867557]
[199, 0.0019900000000000044, 2.199980673319]
[200, 0.0020000000000000044, 2.1999804781]
[201, 0.0020100000000000044, 2.1999802819000003]
[202, 0.0020200000000000044, 2.1999800847190003]
[203, 0.0020300000000000045, 2.199979886557]
[204, 0.0020400000000000045, 2.1999796874140003]
[205, 0.0020500000000000045, 2.1999794872900003]
[206, 0.0020600000000000045, 2.199979286185]
[207, 0.0020700000000000046, 2.199979084099]
[208, 0.0020800000000000046, 2.199978881032]
[209, 0.0020900000000000046, 2.199978676984]
[210, 0.0021000000000000046, 2.199978471955]
[211, 0.0021100000000000047, 2.199978265945]
[212, 0.0021200000000000047, 2.199978058954]
[213, 0.0021300000000000047, 2.199977850982]
[214, 0.0021400000000000047, 2.1999776420290003]
[215, 0.0021500000000000048, 2.1999774320950003]
[216, 0.002160000000000005, 2.19997722118]
[217, 0.002170000000000005, 2.1999770092840003]
[218, 0.002180000000000005, 2.1999767964070003]
[219, 0.002190000000000005, 2.199976582549]
[220, 0.002200000000000005, 2.19997636771]
[221, 0.002210000000000005, 2.19997615189]
[222, 0.002220000000000005, 2.1999759350890002]
[223, 0.002230000000000005, 2.1999757173070003]
[224, 0.002240000000000005, 2.199975498544]
[225, 0.002250000000000005, 2.1999752788]
[226, 0.002260000000000005, 2.199975058075]
[227, 0.002270000000000005, 2.1999748363690004]
[228, 0.002280000000000005, 2.1999746136820004]
[229, 0.002290000000000005, 2.1999743900140003]
[230, 0.002300000000000005, 2.1999741653650005]
[231, 0.002310000000000005, 2.1999739397350004]
[232, 0.0023200000000000052, 2.1999737131240003]
[233, 0.0023300000000000052, 2.1999734855320003]
[234, 0.0023400000000000053, 2.1999732569590003]
[235, 0.0023500000000000053, 2.1999730274050004]
[236, 0.0023600000000000053, 2.1999727968700005]
[237, 0.0023700000000000053, 2.1999725653540003]
[238, 0.0023800000000000054, 2.1999723328570004]
[239, 0.0023900000000000054, 2.1999720993790004]
[240, 0.0024000000000000054, 2.19997186492]
[241, 0.0024100000000000055, 2.1999716294800002]
[242, 0.0024200000000000055, 2.199971393059]
[243, 0.0024300000000000055, 2.1999711556570003]
[244, 0.0024400000000000055, 2.1999709172740003]
[245, 0.0024500000000000056, 2.19997067791]
[246, 0.0024600000000000056, 2.199970437565]
[247, 0.0024700000000000056, 2.199970196239]
[248, 0.0024800000000000056, 2.1999699539320003]
[249, 0.0024900000000000057, 2.1999697106440004]
[250, 0.0025000000000000057, 2.1999694663750002]
[251, 0.0025100000000000057, 2.1999692211250004]
[252, 0.0025200000000000057, 2.1999689748940003]
[253, 0.0025300000000000058, 2.199968727682]
[254, 0.002540000000000006, 2.199968479489]
[255, 0.002550000000000006, 2.199968230315]
[256, 0.002560000000000006, 2.1999679801600003]
[257, 0.002570000000000006, 2.1999677290240003]
[258, 0.002580000000000006, 2.199967476907]
[259, 0.002590000000000006, 2.1999672238090002]
[260, 0.002600000000000006, 2.19996696973]
[261, 0.002610000000000006, 2.1999667146700004]
[262, 0.002620000000000006, 2.1999664586290004]
[263, 0.002630000000000006, 2.1999662016070003]
[264, 0.002640000000000006, 2.1999659436040004]
[265, 0.002650000000000006, 2.1999656846200004]
[266, 0.002660000000000006, 2.1999654246550002]
[267, 0.002670000000000006, 2.1999651637090003]
[268, 0.002680000000000006, 2.199964901782]
[269, 0.002690000000000006, 2.1999646388740004]
[270, 0.002700000000000006, 2.1999643749850004]
[271, 0.0027100000000000062, 2.1999641101150003]
[272, 0.0027200000000000063, 2.1999638442640004]
[273, 0.0027300000000000063, 2.1999635774320003]
[274, 0.0027400000000000063, 2.199963309619]
[275, 0.0027500000000000063, 2.199963040825]
[276, 0.0027600000000000064, 2.19996277105]
[277, 0.0027700000000000064, 2.199962500294]
[278, 0.0027800000000000064, 2.199962228557]
[279, 0.0027900000000000065, 2.199961955839]
[280, 0.0028000000000000065, 2.19996168214]
[281, 0.0028100000000000065, 2.19996140746]
[282, 0.0028200000000000065, 2.199961131799]
[283, 0.0028300000000000066, 2.1999608551570002]
[284, 0.0028400000000000066, 2.199960577534]
[285, 0.0028500000000000066, 2.1999602989300002]
[286, 0.0028600000000000066, 2.199960019345]
[287, 0.0028700000000000067, 2.199959738779]
[288, 0.0028800000000000067, 2.199959457232]
[289, 0.0028900000000000067, 2.199959174704]
[290, 0.0029000000000000067, 2.199958891195]
[291, 0.0029100000000000068, 2.199958606705]
[292, 0.002920000000000007, 2.199958321234]
[293, 0.002930000000000007, 2.199958034782]
[294, 0.002940000000000007, 2.199957747349]
[295, 0.002950000000000007, 2.199957458935]
[296, 0.002960000000000007, 2.19995716954]
[297, 0.002970000000000007, 2.199956879164]
[298, 0.002980000000000007, 2.199956587807]
[299, 0.002990000000000007, 2.199956295469]
[300, 0.003000000000000007, 2.19995600215]
[301, 0.003010000000000007, 2.19995570785]
[302, 0.003020000000000007, 2.199955412569]
[303, 0.003030000000000007, 2.199955116307]
[304, 0.003040000000000007, 2.199954819064]
[305, 0.003050000000000007, 2.19995452084]
[306, 0.003060000000000007, 2.199954221635]
[307, 0.003070000000000007, 2.199953921449]
[308, 0.003080000000000007, 2.1999536202820003]
[309, 0.0030900000000000072, 2.1999533181340003]
[310, 0.0031000000000000073, 2.199953015005]
[311, 0.0031100000000000073, 2.1999527108950003]
[312, 0.0031200000000000073, 2.1999524058040003]
[313, 0.0031300000000000073, 2.199952099732]
[314, 0.0031400000000000074, 2.199951792679]
[315, 0.0031500000000000074, 2.199951484645]
[316, 0.0031600000000000074, 2.1999511756300003]
[317, 0.0031700000000000074, 2.1999508656340003]
[318, 0.0031800000000000075, 2.199950554657]
[319, 0.0031900000000000075, 2.1999502426990003]
[320, 0.0032000000000000075, 2.1999499297600003]
[321, 0.0032100000000000076, 2.19994961584]
[322, 0.0032200000000000076, 2.199949300939]
[323, 0.0032300000000000076, 2.199948985057]
[324, 0.0032400000000000076, 2.199948668194]
[325, 0.0032500000000000077, 2.19994835035]
[326, 0.0032600000000000077, 2.199948031525]
[327, 0.0032700000000000077, 2.199947711719]
[328, 0.0032800000000000077, 2.199947390932]
[329, 0.0032900000000000078, 2.199947069164]
[330, 0.003300000000000008, 2.199946746415]
[331, 0.003310000000000008, 2.199946422685]
[332, 0.003320000000000008, 2.199946097974]
[333, 0.003330000000000008, 2.199945772282]
[334, 0.003340000000000008, 2.199945445609]
[335, 0.003350000000000008, 2.199945117955]
[336, 0.003360000000000008, 2.19994478932]
[337, 0.003370000000000008, 2.199944459704]
[338, 0.003380000000000008, 2.199944129107]
[339, 0.003390000000000008, 2.199943797529]
[340, 0.003400000000000008, 2.19994346497]
[341, 0.003410000000000008, 2.19994313143]
[342, 0.003420000000000008, 2.199942796909]
[343, 0.003430000000000008, 2.1999424614070002]
[344, 0.003440000000000008, 2.199942124924]
[345, 0.003450000000000008, 2.1999417874600002]
[346, 0.003460000000000008, 2.199941449015]
[347, 0.0034700000000000082, 2.199941109589]
[348, 0.0034800000000000083, 2.199940769182]
[349, 0.0034900000000000083, 2.199940427794]
[350, 0.0035000000000000083, 2.199940085425]
[351, 0.0035100000000000083, 2.199939742075]
[352, 0.0035200000000000084, 2.199939397744]
[353, 0.0035300000000000084, 2.199939052432]
[354, 0.0035400000000000084, 2.199938706139]
[355, 0.0035500000000000084, 2.1999383588650003]
[356, 0.0035600000000000085, 2.1999380106100004]
[357, 0.0035700000000000085, 2.1999376613740003]
[358, 0.0035800000000000085, 2.1999373111570004]
[359, 0.0035900000000000085, 2.1999369599590004]
[360, 0.0036000000000000086, 2.19993660778]
[361, 0.0036100000000000086, 2.1999362546200003]
[362, 0.0036200000000000086, 2.1999359004790002]
[363, 0.0036300000000000087, 2.1999355453570004]
[364, 0.0036400000000000087, 2.1999351892540004]
[365, 0.0036500000000000087, 2.1999348321700003]
[366, 0.0036600000000000087, 2.1999344741050004]
[367, 0.0036700000000000088, 2.1999341150590004]
[368, 0.003680000000000009, 2.199933755032]
[369, 0.003690000000000009, 2.1999333940240002]
[370, 0.003700000000000009, 2.199933032035]
[371, 0.003710000000000009, 2.1999326690650003]
[372, 0.003720000000000009, 2.1999323051140003]
[373, 0.003730000000000009, 2.199931940182]
[374, 0.003740000000000009, 2.199931574269]
[375, 0.003750000000000009, 2.199931207375]
[376, 0.003760000000000009, 2.1999308395000003]
[377, 0.003770000000000009, 2.1999304706440004]
[378, 0.003780000000000009, 2.1999301008070002]
[379, 0.003790000000000009, 2.1999297299890004]
[380, 0.003800000000000009, 2.1999293581900004]
[381, 0.003810000000000009, 2.19992898541]
[382, 0.003820000000000009, 2.199928611649]
[383, 0.003830000000000009, 2.199928236907]
[384, 0.003840000000000009, 2.1999278611840003]
[385, 0.0038500000000000092, 2.1999274844800003]
[386, 0.0038600000000000093, 2.199927106795]
[387, 0.0038700000000000093, 2.1999267281290003]
[388, 0.0038800000000000093, 2.199926348482]
[389, 0.0038900000000000093, 2.1999259678540004]
[390, 0.0039000000000000094, 2.1999255862450005]
[391, 0.003910000000000009, 2.1999252036550003]
[392, 0.0039200000000000085, 2.1999248200840005]
[393, 0.003930000000000008, 2.1999244355320005]
[394, 0.003940000000000008, 2.1999240499990003]
[395, 0.003950000000000007, 2.1999236634850003]
[396, 0.003960000000000007, 2.1999232759900003]
[397, 0.0039700000000000065, 2.1999228875140004]
[398, 0.003980000000000006, 2.1999224980570005]
[399, 0.003990000000000006, 2.1999221076190003]
[400, 0.004000000000000005, 2.1999217162000004]
[401, 0.004010000000000005, 2.1999213238000004]
[402, 0.0040200000000000045, 2.199920930419]
[403, 0.004030000000000004, 2.199920536057]
[404, 0.004040000000000004, 2.199920140714]
[405, 0.004050000000000003, 2.1999197443900003]
[406, 0.004060000000000003, 2.1999193470850003]
[407, 0.0040700000000000024, 2.199918948799]
[408, 0.004080000000000002, 2.199918549532]
[409, 0.004090000000000002, 2.199918149284]
[410, 0.004100000000000001, 2.1999177480550003]
[411, 0.004110000000000001, 2.1999173458450003]
[412, 0.00412, 2.199916942654]
[413, 0.00413, 2.1999165384820003]
[414, 0.00414, 2.1999161333290003]
[415, 0.004149999999999999, 2.199915727195]
[416, 0.004159999999999999, 2.19991532008]
[417, 0.004169999999999998, 2.199914911984]
[418, 0.004179999999999998, 2.199914502907]
[419, 0.0041899999999999975, 2.199914092849]
[420, 0.004199999999999997, 2.19991368181]
[421, 0.004209999999999997, 2.19991326979]
[422, 0.004219999999999996, 2.199912856789]
[423, 0.004229999999999996, 2.1999124428070003]
[424, 0.0042399999999999955, 2.1999120278440003]
[425, 0.004249999999999995, 2.1999116119]
[426, 0.004259999999999995, 2.1999111949750003]
[427, 0.004269999999999994, 2.1999107770690003]
[428, 0.004279999999999994, 2.199910358182]
[429, 0.0042899999999999935, 2.199909938314]
[430, 0.004299999999999993, 2.199909517465]
[431, 0.004309999999999993, 2.1999090956350003]
[432, 0.004319999999999992, 2.1999086728240003]
[433, 0.004329999999999992, 2.199908249032]
[434, 0.0043399999999999914, 2.199907824259]
[435, 0.004349999999999991, 2.199907398505]
[436, 0.004359999999999991, 2.1999069717700004]
[437, 0.00436999999999999, 2.1999065440540004]
[438, 0.00437999999999999, 2.1999061153570003]
[439, 0.004389999999999989, 2.1999056856790005]
[440, 0.004399999999999989, 2.1999052550200004]
[441, 0.004409999999999989, 2.1999048233800003]
[442, 0.004419999999999988, 2.1999043907590003]
[443, 0.004429999999999988, 2.1999039571570003]
[444, 0.004439999999999987, 2.1999035225740005]
[445, 0.004449999999999987, 2.1999030870100005]
[446, 0.0044599999999999865, 2.1999026504650003]
[447, 0.004469999999999986, 2.1999022129390005]
[448, 0.004479999999999986, 2.1999017744320004]
[449, 0.004489999999999985, 2.199901334944]
[450, 0.004499999999999985, 2.1999008944750003]
[451, 0.0045099999999999845, 2.199900453025]
[452, 0.004519999999999984, 2.1999000105940003]
[453, 0.004529999999999984, 2.1998995671820003]
[454, 0.004539999999999983, 2.199899122789]
[455, 0.004549999999999983, 2.1998986774150002]
[456, 0.0045599999999999825, 2.19989823106]
[457, 0.004569999999999982, 2.1998977837240004]
[458, 0.004579999999999982, 2.1998973354070004]
[459, 0.004589999999999981, 2.1998968861090002]
[460, 0.004599999999999981, 2.1998964358300004]
[461, 0.00460999999999998, 2.1998959845700004]
[462, 0.00461999999999998, 2.199895532329]
[463, 0.00462999999999998, 2.199895079107]
[464, 0.004639999999999979, 2.199894624904]
[465, 0.004649999999999979, 2.1998941697200003]
[466, 0.004659999999999978, 2.1998937135550003]
[467, 0.004669999999999978, 2.199893256409]
[468, 0.004679999999999978, 2.1998927982820002]
[469, 0.004689999999999977, 2.199892339174]
[470, 0.004699999999999977, 2.1998918790850004]
[471, 0.004709999999999976, 2.1998914180150004]
[472, 0.004719999999999976, 2.1998909559640003]
[473, 0.0047299999999999755, 2.1998904929320005]
[474, 0.004739999999999975, 2.1998900289190004]
[475, 0.004749999999999975, 2.1998895639250002]
[476, 0.004759999999999974, 2.1998890979500003]
[477, 0.004769999999999974, 2.1998886309940002]
[478, 0.0047799999999999735, 2.1998881630570004]
[479, 0.004789999999999973, 2.1998876941390004]
[480, 0.004799999999999973, 2.1998872242400003]
[481, 0.004809999999999972, 2.1998867533600004]
[482, 0.004819999999999972, 2.1998862814990003]
[483, 0.0048299999999999715, 2.199885808657]
[484, 0.004839999999999971, 2.199885334834]
[485, 0.004849999999999971, 2.19988486003]
[486, 0.00485999999999997, 2.199884384245]
[487, 0.00486999999999997, 2.199883907479]
[488, 0.004879999999999969, 2.199883429732]
[489, 0.004889999999999969, 2.199882951004]
[490, 0.004899999999999969, 2.199882471295]
[491, 0.004909999999999968, 2.1998819906050002]
[492, 0.004919999999999968, 2.1998815089340003]
[493, 0.004929999999999967, 2.199881026282]
[494, 0.004939999999999967, 2.1998805426490002]
[495, 0.004949999999999967, 2.199880058035]
[496, 0.004959999999999966, 2.19987957244]
[497, 0.004969999999999966, 2.199879085864]
[498, 0.004979999999999965, 2.199878598307]
[499, 0.004989999999999965, 2.199878109769]
[500, 0.0049999999999999645, 2.19987762025]
[501, 0.005009999999999964, 2.19987712975]
[502, 0.005019999999999964, 2.199876638269]
[503, 0.005029999999999963, 2.199876145807]
[504, 0.005039999999999963, 2.199875652364]
[505, 0.0050499999999999625, 2.19987515794]
[506, 0.005059999999999962, 2.199874662535]
[507, 0.005069999999999962, 2.199874166149]
[508, 0.005079999999999961, 2.199873668782]
[509, 0.005089999999999961, 2.199873170434]
[510, 0.0050999999999999605, 2.199872671105]
[511, 0.00510999999999996, 2.199872170795]
[512, 0.00511999999999996, 2.199871669504]
[513, 0.005129999999999959, 2.199871167232]
[514, 0.005139999999999959, 2.199870663979]
[515, 0.005149999999999958, 2.199870159745]
[516, 0.005159999999999958, 2.19986965453]
[517, 0.005169999999999958, 2.1998691483340003]
[518, 0.005179999999999957, 2.1998686411570003]
[519, 0.005189999999999957, 2.199868132999]
[520, 0.005199999999999956, 2.1998676238600003]
[521, 0.005209999999999956, 2.1998671137400003]
[522, 0.005219999999999956, 2.199866602639]
[523, 0.005229999999999955, 2.199866090557]
[524, 0.005239999999999955, 2.199865577494]
[525, 0.005249999999999954, 2.1998650634500003]
[526, 0.005259999999999954, 2.1998645484250003]
[527, 0.0052699999999999535, 2.199864032419]
[528, 0.005279999999999953, 2.1998635154320003]
[529, 0.005289999999999953, 2.1998629974640003]
[530, 0.005299999999999952, 2.199862478515]
[531, 0.005309999999999952, 2.199861958585]
[532, 0.0053199999999999515, 2.199861437674]
[533, 0.005329999999999951, 2.199860915782]
[534, 0.005339999999999951, 2.199860392909]
[535, 0.00534999999999995, 2.199859869055]
[536, 0.00535999999999995, 2.19985934422]
[537, 0.0053699999999999495, 2.199858818404]
[538, 0.005379999999999949, 2.199858291607]
[539, 0.005389999999999949, 2.1998577638290002]
[540, 0.005399999999999948, 2.19985723507]
[541, 0.005409999999999948, 2.19985670533]
[542, 0.005419999999999947, 2.199856174609]
[543, 0.005429999999999947, 2.199855642907]
[544, 0.005439999999999947, 2.199855110224]
[545, 0.005449999999999946, 2.19985457656]
[546, 0.005459999999999946, 2.199854041915]
[547, 0.005469999999999945, 2.199853506289]
[548, 0.005479999999999945, 2.199852969682]
[549, 0.005489999999999945, 2.199852432094]
[550, 0.005499999999999944, 2.199851893525]
[551, 0.005509999999999944, 2.199851353975]
[552, 0.005519999999999943, 2.1998508134440002]
[553, 0.005529999999999943, 2.199850271932]
[554, 0.0055399999999999425, 2.1998497294390003]
[555, 0.005549999999999942, 2.1998491859650002]
[556, 0.005559999999999942, 2.19984864151]
[557, 0.005569999999999941, 2.199848096074]
[558, 0.005579999999999941, 2.199847549657]
[559, 0.0055899999999999405, 2.199847002259]
[560, 0.00559999999999994, 2.19984645388]
[561, 0.00560999999999994, 2.19984590452]
[562, 0.005619999999999939, 2.199845354179]
[563, 0.005629999999999939, 2.199844802857]
[564, 0.0056399999999999385, 2.1998442505540003]
[565, 0.005649999999999938, 2.1998436972700004]
[566, 0.005659999999999938, 2.1998431430050003]
[567, 0.005669999999999937, 2.1998425877590004]
[568, 0.005679999999999937, 2.1998420315320004]
[569, 0.005689999999999936, 2.1998414743240002]
[570, 0.005699999999999936, 2.1998409161350003]
[571, 0.005709999999999936, 2.1998403569650002]
[572, 0.005719999999999935, 2.1998397968140004]
[573, 0.005729999999999935, 2.1998392356820005]
[574, 0.005739999999999934, 2.1998386735690003]
[575, 0.005749999999999934, 2.1998381104750004]
[576, 0.005759999999999934, 2.1998375464000004]
[577, 0.005769999999999933, 2.199836981344]
[578, 0.005779999999999933, 2.1998364153070002]
[579, 0.005789999999999932, 2.199835848289]
[580, 0.005799999999999932, 2.1998352802900003]
[581, 0.0058099999999999315, 2.1998347113100003]
[582, 0.005819999999999931, 2.199834141349]
[583, 0.005829999999999931, 2.1998335704070002]
[584, 0.00583999999999993, 2.199832998484]
[585, 0.00584999999999993, 2.1998324255800004]
[586, 0.0058599999999999295, 2.1998318516950004]
[587, 0.005869999999999929, 2.1998312768290003]
[588, 0.005879999999999929, 2.1998307009820004]
[589, 0.005889999999999928, 2.1998301241540004]
[590, 0.005899999999999928, 2.199829546345]
[591, 0.0059099999999999275, 2.1998289675550002]
[592, 0.005919999999999927, 2.199828387784]
[593, 0.005929999999999927, 2.1998278070320003]
[594, 0.005939999999999926, 2.1998272252990003]
[595, 0.005949999999999926, 2.199826642585]
[596, 0.005959999999999925, 2.1998260588900003]
[597, 0.005969999999999925, 2.199825474214]
[598, 0.005979999999999925, 2.1998248885570004]
[599, 0.005989999999999924, 2.1998243019190005]
[600, 0.005999999999999924, 2.1998237143000003]
[601, 0.006009999999999923, 2.1998231257000005]
[602, 0.006019999999999923, 2.1998225361190005]
[603, 0.006029999999999923, 2.1998219455570003]
[604, 0.006039999999999922, 2.1998213540140004]
[605, 0.006049999999999922, 2.1998207614900003]
[606, 0.006059999999999921, 2.1998201679850005]
[607, 0.006069999999999921, 2.1998195734990005]
[608, 0.0060799999999999205, 2.1998189780320003]
[609, 0.00608999999999992, 2.1998183815840004]
[610, 0.00609999999999992, 2.1998177841550004]
[611, 0.006109999999999919, 2.199817185745]
[612, 0.006119999999999919, 2.1998165863540002]
[613, 0.0061299999999999185, 2.199815985982]
[614, 0.006139999999999918, 2.1998153846290003]
[615, 0.006149999999999918, 2.1998147822950003]
[616, 0.006159999999999917, 2.19981417898]
[617, 0.006169999999999917, 2.199813574684]
[618, 0.0061799999999999165, 2.199812969407]
[619, 0.006189999999999916, 2.1998123631490003]
[620, 0.006199999999999916, 2.1998117559100003]
[621, 0.006209999999999915, 2.19981114769]
[622, 0.006219999999999915, 2.1998105384890003]
[623, 0.006229999999999914, 2.1998099283070003]
[624, 0.006239999999999914, 2.199809317144]
[625, 0.006249999999999914, 2.199808705]
[626, 0.006259999999999913, 2.199808091875]
[627, 0.006269999999999913, 2.199807477769]
[628, 0.006279999999999912, 2.199806862682]
[629, 0.006289999999999912, 2.199806246614]
[630, 0.006299999999999912, 2.199805629565]
[631, 0.006309999999999911, 2.199805011535]
[632, 0.006319999999999911, 2.1998043925240003]
[633, 0.00632999999999991, 2.1998037725320003]
[634, 0.00633999999999991, 2.199803151559]
[635, 0.0063499999999999095, 2.1998025296050003]
[636, 0.006359999999999909, 2.1998019066700003]
[637, 0.006369999999999909, 2.199801282754]
[638, 0.006379999999999908, 2.199800657857]
[639, 0.006389999999999908, 2.199800031979]
[640, 0.0063999999999999075, 2.1997994051200003]
[641, 0.006409999999999907, 2.1997987772800003]
[642, 0.006419999999999907, 2.199798148459]
[643, 0.006429999999999906, 2.1997975186570002]
[644, 0.006439999999999906, 2.199796887874]
[645, 0.0064499999999999055, 2.1997962561100004]
[646, 0.006459999999999905, 2.1997956233650005]
[647, 0.006469999999999905, 2.1997949896390003]
[648, 0.006479999999999904, 2.1997943549320005]
[649, 0.006489999999999904, 2.1997937192440005]
[650, 0.006499999999999903, 2.1997930825750003]
[651, 0.006509999999999903, 2.1997924449250004]
[652, 0.006519999999999903, 2.1997918062940003]
[653, 0.006529999999999902, 2.1997911666820005]
[654, 0.006539999999999902, 2.1997905260890005]
[655, 0.006549999999999901, 2.1997898845150003]
[656, 0.006559999999999901, 2.1997892419600005]
[657, 0.006569999999999901, 2.1997885984240004]
[658, 0.0065799999999999, 2.199787953907]
[659, 0.0065899999999999, 2.1997873084090003]
[660, 0.006599999999999899, 2.19978666193]
[661, 0.006609999999999899, 2.1997860144700003]
[662, 0.0066199999999998985, 2.1997853660290003]
[663, 0.006629999999999898, 2.199784716607]
[664, 0.006639999999999898, 2.1997840662040002]
[665, 0.006649999999999897, 2.19978341482]
[666, 0.006659999999999897, 2.1997827624550004]
[667, 0.0066699999999998965, 2.1997821091090004]
[668, 0.006679999999999896, 2.1997814547820003]
[669, 0.006689999999999896, 2.1997807994740004]
[670, 0.006699999999999895, 2.1997801431850004]
[671, 0.006709999999999895, 2.199779485915]
[672, 0.0067199999999998945, 2.1997788276640002]
[673, 0.006729999999999894, 2.199778168432]
[674, 0.006739999999999894, 2.1997775082190003]
[675, 0.006749999999999893, 2.1997768470250003]
[676, 0.006759999999999893, 2.19977618485]
[677, 0.006769999999999892, 2.1997755216940003]
[678, 0.006779999999999892, 2.199774857557]
[679, 0.006789999999999892, 2.1997741924390004]
[680, 0.006799999999999891, 2.1997735263400005]
[681, 0.006809999999999891, 2.1997728592600003]
[682, 0.00681999999999989, 2.1997721911990005]
[683, 0.00682999999999989, 2.1997715221570004]
